"","time","cell_types","density","host","genotype"
"617",0.87,"A1",12833.0059467072,"1","A"
"618",0.87,"M1",13983346.4011518,"1","M"
"619",0.87,"F1",0,"1","F"
"620",0.87,"A2",1.21962721030641,"2","A"
"621",0.87,"M2",1.95652643458495,"2","M"
"622",0.87,"F2",13511461.87904,"2","F"
"623",0.87,"C",992502355.537707,"C","C"
"624",0.88,"A1",12869.8504357252,"1","A"
"625",0.88,"M1",14037337.4628611,"1","M"
"626",0.88,"F1",0,"1","F"
"627",0.88,"A2",1.23943684015321,"2","A"
"628",0.88,"M2",1.99026788748342,"2","M"
"629",0.88,"F2",13558280.2323688,"2","F"
"630",0.88,"C",992401509.224629,"C","C"
"631",0.89,"A1",12906.8006704837,"1","A"
"632",0.89,"M1",14091536.9343765,"1","M"
"633",0.89,"F1",0,"1","F"
"634",0.89,"A2",1.25940681686914,"2","A"
"635",0.89,"M2",2.02433178679643,"2","M"
"636",0.89,"F2",13605260.7674647,"2","F"
"637",0.89,"C",992300292.213749,"C","C"
"638",0.9,"A1",12943.8569542256,"1","A"
"639",0.9,"M1",14145945.6197503,"1","M"
"640",0.9,"F1",0,"1","F"
"641",0.9,"A2",1.27953825708181,"2","A"
"642",0.9,"M2",2.05872078720732,"2","M"
"643",0.9,"F2",13652404.0457843,"2","F"
"644",0.9,"C",992198703.139252,"C","C"
"645",0.91,"A1",12981.0195910618,"1","A"
"646",0.91,"M1",14200564.3261336,"1","M"
"647",0.91,"F1",0,"1","F"
"648",0.91,"A2",1.29983228478461,"2","A"
"649",0.91,"M2",2.09343756398546,"2","M"
"650",0.91,"F2",13699710.6307251,"2","F"
"651",0.91,"C",992096740.63028,"C","C"
"652",0.92,"A1",13018.2888859733,"1","A"
"653",0.92,"M1",14255393.8637883,"1","M"
"654",0.92,"F1",0,"1","F"
"655",0.92,"A2",1.32029003138419,"2","A"
"656",0.92,"M2",2.12848481314156,"2","M"
"657",0.92,"F2",13747181.0876328,"2","F"
"658",0.92,"C",991994403.310918,"C","C"
"659",0.93,"A1",13055.6651448141,"1","A"
"660",0.93,"M1",14310435.0460985,"1","M"
"661",0.93,"F1",0,"1","F"
"662",0.93,"A2",1.34091263574826,"2","A"
"663",0.93,"M2",2.16386525158395,"2","M"
"664",0.93,"F2",13794815.983807,"2","F"
"665",0.93,"C",991891689.800171,"C","C"
"666",0.94,"A1",13093.1486743133,"1","A"
"667",0.94,"M1",14365688.6895834,"1","M"
"668",0.94,"F1",0,"1","F"
"669",0.94,"A2",1.36170124425367,"2","A"
"670",0.94,"M2",2.1995816172762,"2","M"
"671",0.94,"F2",13842615.8885091,"2","F"
"672",0.94,"C",991788598.71195,"C","C"
"673",0.95,"A1",13130.739782078,"1","A"
"674",0.95,"M1",14421155.6139084,"1","M"
"675",0.95,"F1",0,"1","F"
"676",0.95,"A2",1.38265701083487,"2","A"
"677",0.95,"M2",2.23563666939574,"2","M"
"678",0.95,"F2",13890581.372968,"2","F"
"679",0.95,"C",991685128.655047,"C","C"
"680",0.96,"A1",13168.4387765955,"1","A"
"681",0.96,"M1",14476836.6418978,"1","M"
"682",0.96,"F1",0,"1","F"
"683",0.96,"A2",1.40378109703257,"2","A"
"684",0.96,"M2",2.2720331884938,"2","M"
"685",0.96,"F2",13938713.0103877,"2","F"
"686",0.96,"C",991581278.233123,"C","C"
"687",0.97,"A1",13206.2459672357,"1","A"
"688",0.97,"M1",14532732.5995471,"1","M"
"689",0.97,"F1",0,"1","F"
"690",0.97,"A2",1.42507467204277,"2","A"
"691",0.97,"M2",2.30877397665645,"2","M"
"692",0.97,"F2",13987011.3759536,"2","F"
"693",0.97,"C",991477046.044683,"C","C"
"694",0.98,"A1",13244.1616642541,"1","A"
"695",0.98,"M1",14588844.3160343,"1","M"
"696",0.98,"F1",0,"1","F"
"697",0.98,"A2",1.44653891276614,"2","A"
"698",0.98,"M2",2.34586185766688,"2","M"
"699",0.98,"F2",14035477.0468396,"2","F"
"700",0.98,"C",991372430.683061,"C","C"
"701",0.99,"A1",13282.1861787938,"1","A"
"702",0.99,"M1",14645172.6237332,"1","M"
"703",0.99,"F1",0,"1","F"
"704",0.99,"A2",1.46817500385763,"2","A"
"705",0.99,"M2",2.38329967716886,"2","M"
"706",0.99,"F2",14084110.6022147,"2","F"
"707",0.99,"C",991267430.736398,"C","C"
"708",1,"A1",13320.3198228885,"1","A"
"709",1,"M1",14701718.3582251,"1","M"
"710",1,"F1",0,"1","F"
"711",1,"A2",1.48998413777646,"2","A"
"712",1,"M2",2.42109030283144,"2","M"
"713",1,"F2",14132912.6232502,"2","F"
"714",1,"C",991162044.787627,"C","C"
"715",1.01,"A1",13358.5629094644,"1","A"
"716",1.01,"M1",14758482.358311,"1","M"
"717",1.01,"F1",0,"1","F"
"718",1.01,"A2",1.5119675148364,"2","A"
"719",1.01,"M2",2.45923662451483,"2","M"
"720",1.01,"F2",14181883.6931263,"2","F"
"721",1.01,"C",991056271.414449,"C","C"
"722",1.02,"A1",13396.9157523435,"1","A"
"723",1.02,"M1",14815465.4660245,"1","M"
"724",1.02,"F1",0,"1","F"
"725",1.02,"A2",1.53412634325638,"2","A"
"726",1.02,"M2",2.4977415544376,"2","M"
"727",1.02,"F2",14231024.3970393,"2","F"
"728",1.02,"C",990950109.189316,"C","C"
"729",1.03,"A1",13435.3786662455,"1","A"
"730",1.03,"M1",14872668.5266438,"1","M"
"731",1.03,"F1",0,"1","F"
"732",1.03,"A2",1.55646183921141,"2","A"
"733",1.03,"M2",2.53660802734499,"2","M"
"734",1.03,"F2",14280335.3222082,"2","F"
"735",1.03,"C",990843556.679411,"C","C"
"736",1.04,"A1",13473.9519667909,"1","A"
"737",1.04,"M1",14930092.3887044,"1","M"
"738",1.04,"F1",0,"1","F"
"739",1.04,"A2",1.57897522688387,"2","A"
"740",1.04,"M2",2.5758390006786,"2","M"
"741",1.04,"F2",14329817.057882,"2","F"
"742",1.04,"C",990736612.446632,"C","C"
"743",1.05,"A1",13512.635970503,"1","A"
"744",1.05,"M1",14987737.9040114,"1","M"
"745",1.05,"F1",0,"1","F"
"746",1.05,"A2",1.60166773851506,"2","A"
"747",1.05,"M2",2.61543745474725,"2","M"
"748",1.05,"F2",14379470.1953466,"2","F"
"749",1.05,"C",990629275.047566,"C","C"
"750",1.06,"A1",13551.4309948111,"1","A"
"751",1.06,"M1",15045605.9276525,"1","M"
"752",1.06,"F1",0,"1","F"
"753",1.06,"A2",1.62454061445711,"2","A"
"754",1.06,"M2",2.65540639289917,"2","M"
"755",1.06,"F2",14429295.3279316,"2","F"
"756",1.06,"C",990521543.033474,"C","C"
"757",1.07,"A1",13590.3373580523,"1","A"
"758",1.07,"M1",15103697.3180099,"1","M"
"759",1.07,"F1",0,"1","F"
"760",1.07,"A2",1.64759510322526,"2","A"
"761",1.07,"M2",2.69574884169541,"2","M"
"762",1.07,"F2",14479293.0510178,"2","F"
"763",1.07,"C",990413414.95027,"C","C"
"764",1.08,"A1",13629.3553794749,"1","A"
"765",1.08,"M1",15162012.9367738,"1","M"
"766",1.08,"F1",0,"1","F"
"767",1.08,"A2",1.67083246155039,"2","A"
"768",1.08,"M2",2.73646785108459,"2","M"
"769",1.08,"F2",14529463.9620437,"2","F"
"770",1.08,"C",990304889.338502,"C","C"
"771",1.09,"A1",13668.4853792406,"1","A"
"772",1.09,"M1",15220553.6489544,"1","M"
"773",1.09,"F1",0,"1","F"
"774",1.09,"A2",1.69425395443196,"2","A"
"775",1.09,"M2",2.77756649457894,"2","M"
"776",1.09,"F2",14579808.660513,"2","F"
"777",1.09,"C",990195964.733332,"C","C"
"778",1.1,"A1",13707.7276784269,"1","A"
"779",1.1,"M1",15279320.3228952,"1","M"
"780",1.1,"F1",0,"1","F"
"781",1.1,"A2",1.71786085519123,"2","A"
"782",1.1,"M2",2.81904786943159,"2","M"
"783",1.1,"F2",14630327.7480017,"2","F"
"784",1.1,"C",990086639.664515,"C","C"
"785",1.11,"A1",13747.08259903,"1","A"
"786",1.11,"M1",15338313.8302855,"1","M"
"787",1.11,"F1",0,"1","F"
"788",1.11,"A2",1.74165444552489,"2","A"
"789",1.11,"M2",2.86091509681525,"2","M"
"790",1.11,"F2",14681021.8281651,"2","F"
"791",1.11,"C",989976912.65638,"C","C"
"792",1.12,"A1",13786.5504639675,"1","A"
"793",1.12,"M1",15397535.0461732,"1","M"
"794",1.12,"F1",0,"1","F"
"795",1.12,"A2",1.76563601555895,"2","A"
"796",1.12,"M2",2.90317132200218,"2","M"
"797",1.12,"F2",14731891.5067448,"2","F"
"798",1.12,"C",989866782.22781,"C","C"
"799",1.13,"A1",13826.1315970806,"1","A"
"800",1.13,"M1",15456984.848978,"1","M"
"801",1.13,"F1",0,"1","F"
"802",1.13,"A2",1.78980686390302,"2","A"
"803",1.13,"M2",2.94581971454551,"2","M"
"804",1.13,"F2",14782937.3915763,"2","F"
"805",1.13,"C",989756246.892222,"C","C"
"806",1.14,"A1",13865.8263231373,"1","A"
"807",1.14,"M1",15516664.1205043,"1","M"
"808",1.14,"F1",0,"1","F"
"809",1.14,"A2",1.81416829770497,"2","A"
"810",1.14,"M2",2.98886346846188,"2","M"
"811",1.14,"F2",14834160.0925959,"2","F"
"812",1.14,"C",989645305.157544,"C","C"
"813",1.15,"A1",13905.6349678345,"1","A"
"814",1.15,"M1",15576573.7459538,"1","M"
"815",1.15,"F1",0,"1","F"
"816",1.15,"A2",1.83872163270581,"2","A"
"817",1.15,"M2",3.03230580241546,"2","M"
"818",1.15,"F2",14885560.2218482,"2","F"
"819",1.15,"C",989533955.526202,"C","C"
"820",1.16,"A1",13945.5578578008,"1","A"
"821",1.16,"M1",15636714.6139393,"1","M"
"822",1.16,"F1",0,"1","F"
"823",1.16,"A2",1.86346819329511,"2","A"
"824",1.16,"M2",3.07614995990333,"2","M"
"825",1.16,"F2",14937138.3934929,"2","F"
"826",1.16,"C",989422196.495091,"C","C"
"827",1.17,"A1",13985.5953205995,"1","A"
"828",1.17,"M1",15697087.616497,"1","M"
"829",1.17,"F1",0,"1","F"
"830",1.17,"A2",1.88840931256658,"2","A"
"831",1.17,"M2",3.12039920944225,"2","M"
"832",1.17,"F2",14988895.2238127,"2","F"
"833",1.17,"C",989310026.555561,"C","C"
"834",1.18,"A1",14025.7476847307,"1","A"
"835",1.18,"M1",15757693.6491003,"1","M"
"836",1.18,"F1",0,"1","F"
"837",1.18,"A2",1.91354633237414,"2","A"
"838",1.18,"M2",3.16505684475676,"2","M"
"839",1.18,"F2",15040831.3312201,"2","F"
"840",1.18,"C",989197444.193391,"C","C"
"841",1.19,"A1",14066.0152796345,"1","A"
"842",1.19,"M1",15818533.6106726,"1","M"
"843",1.19,"F1",0,"1","F"
"844",1.19,"A2",1.93888060338831,"2","A"
"845",1.19,"M2",3.21012618496878,"2","M"
"846",1.19,"F2",15092947.336265,"2","F"
"847",1.19,"C",989084447.888775,"C","C"
"848",1.2,"A1",14106.3984356931,"1","A"
"849",1.2,"M1",15879608.4036008,"1","M"
"850",1.2,"F1",0,"1","F"
"851",1.2,"A2",1.96441348515292,"2","A"
"852",1.2,"M2",3.25561057478847,"2","M"
"853",1.2,"F2",15145243.8616421,"2","F"
"854",1.2,"C",988971036.116297,"C","C"
"855",1.21,"A1",14146.8974842342,"1","A"
"856",1.21,"M1",15940918.9337485,"1","M"
"857",1.21,"F1",0,"1","F"
"858",1.21,"A2",1.99014634614223,"2","A"
"859",1.21,"M2",3.30151338470667,"2","M"
"860",1.21,"F2",15197721.5321979,"2","F"
"861",1.21,"C",988857207.344909,"C","C"
"862",1.22,"A1",14187.5127575328,"1","A"
"863",1.22,"M1",16002466.1104694,"1","M"
"864",1.22,"F1",0,"1","F"
"865",1.22,"A2",2.01608056381838,"2","A"
"866",1.22,"M2",3.34783801118864,"2","M"
"867",1.22,"F2",15250380.9749387,"2","F"
"868",1.22,"C",988742960.037915,"C","C"
"869",1.23,"A1",14228.2445888149,"1","A"
"870",1.23,"M1",16064250.8466207,"1","M"
"871",1.23,"F1",0,"1","F"
"872",1.23,"A2",2.04221752468924,"2","A"
"873",1.23,"M2",3.3945878768693,"2","M"
"874",1.23,"F2",15303222.8190377,"2","F"
"875",1.23,"C",988628292.652947,"C","C"
"876",1.24,"A1",14269.0933122593,"1","A"
"877",1.24,"M1",16126274.0585765,"1","M"
"878",1.24,"F1",0,"1","F"
"879",1.24,"A2",2.06855862436661,"2","A"
"880",1.24,"M2",3.4417664307499,"2","M"
"881",1.24,"F2",15356247.6958422,"2","F"
"882",1.24,"C",988513203.641943,"C","C"
"883",1.25,"A1",14310.0592630009,"1","A"
"884",1.25,"M1",16188536.6662414,"1","M"
"885",1.25,"F1",0,"1","F"
"886",1.25,"A2",2.09510526762477,"2","A"
"887",1.25,"M2",3.48937714839615,"2","M"
"888",1.25,"F2",15409456.2388818,"2","F"
"889",1.25,"C",988397691.451131,"C","C"
"890",1.26,"A1",14351.142777133,"1","A"
"891",1.26,"M1",16251039.593064,"1","M"
"892",1.26,"F1",0,"1","F"
"893",1.26,"A2",2.12185886845945,"2","A"
"894",1.26,"M2",3.53742353213783,"2","M"
"895",1.26,"F2",15462849.0838753,"2","F"
"896",1.26,"C",988281754.521001,"C","C"
"897",1.27,"A1",14392.3441917105,"1","A"
"898",1.27,"M1",16313783.7660507,"1","M"
"899",1.27,"F1",0,"1","F"
"900",1.27,"A2",2.14882085014713,"2","A"
"901",1.27,"M2",3.58590911126985,"2","M"
"902",1.27,"F2",15516426.8687383,"2","F"
"903",1.27,"C",988165391.286289,"C","C"
"904",1.28,"A1",14433.6638447523,"1","A"
"905",1.28,"M1",16376770.115779,"1","M"
"906",1.28,"F1",0,"1","F"
"907",1.28,"A2",2.17599264530474,"2","A"
"908",1.28,"M2",3.63483744225486,"2","M"
"909",1.28,"F2",15570190.2335912,"2","F"
"910",1.28,"C",988048600.175954,"C","C"
"911",1.29,"A1",14475.1020752439,"1","A"
"912",1.29,"M1",16439999.5764118,"1","M"
"913",1.29,"F1",0,"1","F"
"914",1.29,"A2",2.20337569594975,"2","A"
"915",1.29,"M2",3.68421210892729,"2","M"
"916",1.29,"F2",15624139.8207663,"2","F"
"917",1.29,"C",987931379.613158,"C","C"
"918",1.3,"A1",14516.6592231406,"1","A"
"919",1.3,"M1",16503473.0857103,"1","M"
"920",1.3,"F1",0,"1","F"
"921",1.3,"A2",2.23097145356063,"2","A"
"922",1.3,"M2",3.73403672269895,"2","M"
"923",1.3,"F2",15678276.2748157,"2","F"
"924",1.3,"C",987813728.015242,"C","C"
"925",1.31,"A1",14558.3356293701,"1","A"
"926",1.31,"M1",16567191.5850489,"1","M"
"927",1.31,"F1",0,"1","F"
"928",1.31,"A2",2.25878137913767,"2","A"
"929",1.31,"M2",3.78431492276617,"2","M"
"930",1.31,"F2",15732600.2425188,"2","F"
"931",1.31,"C",987695643.793706,"C","C"
"932",1.32,"A1",14600.1316358348,"1","A"
"933",1.32,"M1",16631156.0194282,"1","M"
"934",1.32,"F1",0,"1","F"
"935",1.32,"A2",2.28680694326424,"2","A"
"936",1.32,"M2",3.83505037631839,"2","M"
"937",1.32,"F2",15787112.3728901,"2","F"
"938",1.32,"C",987577125.354188,"C","C"
"939",1.33,"A1",14642.0475854153,"1","A"
"940",1.33,"M1",16695367.3374894,"1","M"
"941",1.33,"F1",0,"1","F"
"942",1.33,"A2",2.31504962616839,"2","A"
"943",1.33,"M2",3.88624677874843,"2","M"
"944",1.33,"F2",15841813.3171868,"2","F"
"945",1.33,"C",987458171.096442,"C","C"
"946",1.34,"A1",14684.0838219728,"1","A"
"947",1.34,"M1",16759826.491528,"1","M"
"948",1.34,"F1",0,"1","F"
"949",1.34,"A2",2.34351091778492,"2","A"
"950",1.34,"M2",3.9379078538642,"2","M"
"951",1.34,"F2",15896703.7289165,"2","F"
"952",1.34,"C",987338779.414314,"C","C"
"953",1.35,"A1",14726.2406903519,"1","A"
"954",1.35,"M1",16824534.4375081,"1","M"
"955",1.35,"F1",0,"1","F"
"956",1.35,"A2",2.37219231781769,"2","A"
"957",1.35,"M2",3.99003735410201,"2","M"
"958",1.35,"F2",15951784.2638451,"2","F"
"959",1.35,"C",987218948.695726,"C","C"
"960",1.36,"A1",14768.5185363832,"1","A"
"961",1.36,"M1",16889492.1350764,"1","M"
"962",1.36,"F1",0,"1","F"
"963",1.36,"A2",2.40109533580253,"2","A"
"964",1.36,"M2",4.04263906074152,"2","M"
"965",1.36,"F2",16007055.5800043,"2","F"
"966",1.36,"C",987098677.322648,"C","C"
"967",1.37,"A1",14810.9177068865,"1","A"
"968",1.37,"M1",16954700.5475764,"1","M"
"969",1.37,"F1",0,"1","F"
"970",1.37,"A2",2.43022149117039,"2","A"
"971",1.37,"M2",4.09571678412222,"2","M"
"972",1.37,"F2",16062518.3376998,"2","F"
"973",1.37,"C",986977963.671078,"C","C"
"974",1.38,"A1",14853.4385496737,"1","A"
"975",1.38,"M1",17020160.6420623,"1","M"
"976",1.38,"F1",0,"1","F"
"977",1.38,"A2",2.45957231331097,"2","A"
"978",1.38,"M2",4.14927436386152,"2","M"
"979",1.38,"F2",16118173.1995187,"2","F"
"980",1.38,"C",986856806.111022,"C","C"
"981",1.39,"A1",14896.0814135508,"1","A"
"982",1.39,"M1",17085873.3893137,"1","M"
"983",1.39,"F1",0,"1","F"
"984",1.39,"A2",2.48914934163671,"2","A"
"985",1.39,"M2",4.2033156690745,"2","M"
"986",1.39,"F2",16174020.8303377,"2","F"
"987",1.39,"C",986735203.006469,"C","C"
"988",1.4,"A1",14938.8466483218,"1","A"
"989",1.4,"M1",17151839.7638496,"1","M"
"990",1.4,"F1",0,"1","F"
"991",1.4,"A2",2.51895412564725,"2","A"
"992",1.4,"M2",4.25784459859523,"2","M"
"993",1.4,"F2",16230061.8973307,"2","F"
"994",1.4,"C",986613152.715372,"C","C"
"995",1.41,"A1",14981.7346047906,"1","A"
"996",1.41,"M1",17218060.7439429,"1","M"
"997",1.41,"F1",0,"1","F"
"998",1.41,"A2",2.54898822499424,"2","A"
"999",1.41,"M2",4.31286508119978,"2","M"
"1000",1.41,"F2",16286297.0699769,"2","F"
"1001",1.41,"C",986490653.589621,"C","C"
"1002",1.42,"A1",15024.7456347646,"1","A"
"1003",1.42,"M1",17284537.3116348,"1","M"
"1004",1.42,"F1",0,"1","F"
"1005",1.42,"A2",2.5792532095466,"2","A"
"1006",1.42,"M2",4.36838107583085,"2","M"
"1007",1.42,"F2",16342727.0200688,"2","F"
"1008",1.42,"C",986367703.975027,"C","C"
"1009",1.43,"A1",15067.880091057,"1","A"
"1010",1.43,"M1",17351270.4527492,"1","M"
"1011",1.43,"F1",0,"1","F"
"1012",1.43,"A2",2.60975065945614,"2","A"
"1013",1.43,"M2",4.42439657182411,"2","M"
"1014",1.43,"F2",16399352.4217199,"2","F"
"1015",1.43,"C",986244302.211292,"C","C"
"1016",1.44,"A1",15111.1383274899,"1","A"
"1017",1.44,"M1",17418261.1569072,"1","M"
"1018",1.44,"F1",0,"1","F"
"1019",1.44,"A2",2.6404821652237,"2","A"
"1020",1.44,"M2",4.48091558913611,"2","M"
"1021",1.44,"F2",16456173.9513729,"2","F"
"1022",1.44,"C",986120446.631994,"C","C"
"1023",1.45,"A1",15154.5206988972,"1","A"
"1024",1.45,"M1",17485510.4175421,"1","M"
"1025",1.45,"F1",0,"1","F"
"1026",1.45,"A2",2.67144932776561,"2","A"
"1027",1.45,"M2",4.53794217857405,"2","M"
"1028",1.45,"F2",16513192.2878075,"2","F"
"1029",1.45,"C",985996135.564559,"C","C"
"1030",1.46,"A1",15198.0275611274,"1","A"
"1031",1.46,"M1",17553019.2319133,"1","M"
"1032",1.46,"F1",0,"1","F"
"1033",1.46,"A2",2.70265375848061,"2","A"
"1034",1.46,"M2",4.59548042202707,"2","M"
"1035",1.46,"F2",16570408.1121489,"2","F"
"1036",1.46,"C",985871367.330242,"C","C"
"1037",1.47,"A1",15241.6592710464,"1","A"
"1038",1.47,"M1",17620788.6011217,"1","M"
"1039",1.47,"F1",0,"1","F"
"1040",1.47,"A2",2.73409707931724,"2","A"
"1041",1.47,"M2",4.65353443269939,"2","M"
"1042",1.47,"F2",16627822.1078752,"2","F"
"1043",1.47,"C",985746140.2441,"C","C"
"1044",1.48,"A1",15285.4161865406,"1","A"
"1045",1.48,"M1",17688819.530124,"1","M"
"1046",1.48,"F1",0,"1","F"
"1047",1.48,"A2",2.76578092284154,"2","A"
"1048",1.48,"M2",4.71210835534513,"2","M"
"1049",1.48,"F2",16685434.9608262,"2","F"
"1050",1.48,"C",985620452.614973,"C","C"
"1051",1.49,"A1",15329.2986665195,"1","A"
"1052",1.49,"M1",17757113.0277478,"1","M"
"1053",1.49,"F1",0,"1","F"
"1054",1.49,"A2",2.79770693230535,"2","A"
"1055",1.49,"M2",4.77120636650481,"2","M"
"1056",1.49,"F2",16743247.359211,"2","F"
"1057",1.49,"C",985494302.745461,"C","C"
"1058",1.5,"A1",15373.3070709191,"1","A"
"1059",1.5,"M1",17825670.1067063,"1","M"
"1060",1.5,"F1",0,"1","F"
"1061",1.5,"A2",2.8298767617149,"2","A"
"1062",1.5,"M2",4.83083267474374,"2","M"
"1063",1.5,"F2",16801259.9936164,"2","F"
"1064",1.5,"C",985367688.931897,"C","C"
"1065",1.51,"A1",15417.4417607043,"1","A"
"1066",1.51,"M1",17894491.7836131,"1","M"
"1067",1.51,"F1",0,"1","F"
"1068",1.51,"A2",2.86229207589988,"2","A"
"1069",1.51,"M2",4.89099152089202,"2","M"
"1070",1.51,"F2",16859473.5570149,"2","F"
"1071",1.51,"C",985240609.464327,"C","C"
"1072",1.52,"A1",15461.7030978719,"1","A"
"1073",1.52,"M1",17963579.0789976,"1","M"
"1074",1.52,"F1",0,"1","F"
"1075",1.52,"A2",2.894954550583,"2","A"
"1076",1.52,"M2",4.95168717828644,"2","M"
"1077",1.52,"F2",16917888.7447733,"2","F"
"1078",1.52,"C",985113062.626489,"C","C"
"1079",1.53,"A1",15506.091445454,"1","A"
"1080",1.53,"M1",18032933.0173195,"1","M"
"1081",1.53,"F1",0,"1","F"
"1082",1.53,"A2",2.92786587244992,"2","A"
"1083",1.53,"M2",5.01292395301409,"2","M"
"1084",1.53,"F2",16976506.2546604,"2","F"
"1085",1.53,"C",984985046.695784,"C","C"
"1086",1.54,"A1",15550.6071675202,"1","A"
"1087",1.54,"M1",18102554.6269844,"1","M"
"1088",1.54,"F1",0,"1","F"
"1089",1.54,"A2",2.96102773921967,"2","A"
"1090",1.54,"M2",5.07470618415784,"2","M"
"1091",1.54,"F2",17035326.7868559,"2","F"
"1092",1.54,"C",984856559.943258,"C","C"
"1093",1.55,"A1",15595.2506291813,"1","A"
"1094",1.55,"M1",18172444.9403587,"1","M"
"1095",1.55,"F1",0,"1","F"
"1096",1.55,"A2",2.99444185971549,"2","A"
"1097",1.55,"M2",5.13703824404358,"2","M"
"1098",1.55,"F2",17094351.0439579,"2","F"
"1099",1.55,"C",984727600.633574,"C","C"
"1100",1.56,"A1",15640.0221965916,"1","A"
"1101",1.56,"M1",18242604.9937846,"1","M"
"1102",1.56,"F1",0,"1","F"
"1103",1.56,"A2",3.02810995393618,"2","A"
"1104",1.56,"M2",5.19992453848933,"2","M"
"1105",1.56,"F2",17153579.730992,"2","F"
"1106",1.56,"C",984598167.024992,"C","C"
"1107",1.57,"A1",15684.9222369525,"1","A"
"1108",1.57,"M1",18313035.8275958,"1","M"
"1109",1.57,"F1",0,"1","F"
"1110",1.57,"A2",3.06203375312779,"2","A"
"1111",1.57,"M2",5.26336950705617,"2","M"
"1112",1.57,"F2",17213013.5554191,"2","F"
"1113",1.57,"C",984468257.369344,"C","C"
"1114",1.58,"A1",15729.9511185149,"1","A"
"1115",1.58,"M1",18383738.4861327,"1","M"
"1116",1.58,"F1",0,"1","F"
"1117",1.58,"A2",3.09621499985589,"2","A"
"1118",1.58,"M2",5.32737762330105,"2","M"
"1119",1.58,"F2",17272653.2271442,"2","F"
"1120",1.58,"C",984337869.912011,"C","C"
"1121",1.59,"A1",15775.1092105823,"1","A"
"1122",1.59,"M1",18454714.0177574,"1","M"
"1123",1.59,"F1",0,"1","F"
"1124",1.59,"A2",3.13065544807824,"2","A"
"1125",1.59,"M2",5.39195339503146,"2","M"
"1126",1.59,"F2",17332499.4585244,"2","F"
"1127",1.59,"C",984207002.891898,"C","C"
"1128",1.6,"A1",15820.3968835143,"1","A"
"1129",1.6,"M1",18525963.4748697,"1","M"
"1130",1.6,"F1",0,"1","F"
"1131",1.6,"A2",3.1653568632179,"2","A"
"1132",1.6,"M2",5.45710136456197,"2","M"
"1133",1.6,"F2",17392552.9643776,"2","F"
"1134",1.6,"C",984075654.54141,"C","C"
"1135",1.61,"A1",15865.814508729,"1","A"
"1136",1.61,"M1",18597487.9139223,"1","M"
"1137",1.61,"F1",0,"1","F"
"1138",1.61,"A2",3.20032102223686,"2","A"
"1139",1.61,"M2",5.52282610897272,"2","M"
"1140",1.61,"F2",17452814.4619911,"2","F"
"1141",1.61,"C",983943823.08643,"C","C"
"1142",1.62,"A1",15911.3624587059,"1","A"
"1143",1.62,"M1",18669288.3954363,"1","M"
"1144",1.62,"F1",0,"1","F"
"1145",1.62,"A2",3.23554971371009,"2","A"
"1146",1.62,"M2",5.58913224036976,"2","M"
"1147",1.62,"F2",17513284.6711295,"2","F"
"1148",1.62,"C",983811506.746293,"C","C"
"1149",1.63,"A1",15957.0411069899,"1","A"
"1150",1.63,"M1",18741365.9840172,"1","M"
"1151",1.63,"F1",0,"1","F"
"1152",1.63,"A2",3.27104473790011,"2","A"
"1153",1.63,"M2",5.65602440614733,"2","M"
"1154",1.63,"F2",17573964.3140441,"2","F"
"1155",1.63,"C",983678703.733762,"C","C"
"1156",1.64,"A1",16002.850828193,"1","A"
"1157",1.64,"M1",18813721.7483699,"1","M"
"1158",1.64,"F1",0,"1","F"
"1159",1.64,"A2",3.30680790683198,"2","A"
"1160",1.64,"M2",5.72350728925217,"2","M"
"1161",1.64,"F2",17634854.1154805,"2","F"
"1162",1.64,"C",983545412.255005,"C","C"
"1163",1.65,"A1",16048.7919979983,"1","A"
"1164",1.65,"M1",18886356.7613152,"1","M"
"1165",1.65,"F1",0,"1","F"
"1166",1.65,"A2",3.34284104436881,"2","A"
"1167",1.65,"M2",5.79158560844963,"2","M"
"1168",1.65,"F2",17695954.8026879,"2","F"
"1169",1.65,"C",983411630.509571,"C","C"
"1170",1.66,"A1",16094.8649931627,"1","A"
"1171",1.66,"M1",18959272.0998051,"1","M"
"1172",1.66,"F1",0,"1","F"
"1173",1.66,"A2",3.37914598628771,"2","A"
"1174",1.66,"M2",5.86026411859188,"2","M"
"1175",1.66,"F2",17757267.1054276,"2","F"
"1176",1.66,"C",983277356.690363,"C","C"
"1177",1.67,"A1",16141.0701915199,"1","A"
"1178",1.67,"M1",19032468.8449389,"1","M"
"1179",1.67,"F1",0,"1","F"
"1180",1.67,"A2",3.41572458035631,"2","A"
"1181",1.67,"M2",5.92954761088807,"2","M"
"1182",1.67,"F2",17818791.7559812,"2","F"
"1183",1.67,"C",983142588.983616,"C","C"
"1184",1.68,"A1",16187.4079719836,"1","A"
"1185",1.68,"M1",19105948.0819788,"1","M"
"1186",1.68,"F1",0,"1","F"
"1187",1.68,"A2",3.45257868640961,"2","A"
"1188",1.68,"M2",5.99944091317644,"2","M"
"1189",1.68,"F2",17880529.4891599,"2","F"
"1190",1.68,"C",983007325.568869,"C","C"
"1191",1.69,"A1",16233.8787145504,"1","A"
"1192",1.69,"M1",19179710.9003663,"1","M"
"1193",1.69,"F1",0,"1","F"
"1194",1.69,"A2",3.48971017642749,"2","A"
"1195",1.69,"M2",6.06994889019851,"2","M"
